Asiakasnro;Y-tunnus;Toimijan nimi1;Toimijan nimi2;TKohdenro;Kohde;Lahiosoite;Postitmp;Toimintaluokka;Toimintaluokan nimi;Toimintatyyppi;Toimintatyypin nimi;Asiakaspaikkojen määrä;Toiminnan aloitus pvm;
1833;1837957-3;HOK-Elanto Liiketoiminta Oy;;5769;S-Market Vallila;Aleksis Kiven katu 11;00510 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;08.12.2011;
10804;2389815-9;Tmi Marko J Koivisto;;15950;K-Market Hakaniemi;Porthaninkatu 1;00530 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;08.12.2011;
10085;0977659-3;Aseanic Trading Oy;;14891;Aseanic Trading Oy/Kolmas linja;Kolmas linja 3;00530 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;21.12.2011;
1833;1837957-3;HOK-Elanto Liiketoiminta Oy;;4280;Alepa-kontti;Liikkuva elintarvikehuoneisto;00100 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;30.12.2011;
4867;1384258-1;Tonibill;;7235;Myyntivaunu/Tonibill;Liikkuva elintarvikehuoneisto;00100 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;03.01.2012;
2796;1492631-4;Alexin Mesi;;4068;Alexin Mesi;Kauppatori;00170   HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;09.01.2012;
2861;1981989-2;Ceylan Fruit Tmi;;4133;Ceylan Fruit Tmi;Kauppatori;00170 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;09.01.2012;
2868;1759096-7;Coban Tmi;;4140;Coban Zeki;Kauppatori;00170  HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;09.01.2012;
7917;1353458-9;Granqvist Linnea;;11511;Granqvist Linnea;Kauppatori;00170 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;09.01.2012;
5098;1831157-9;Myllypuron apteekki;;7513;Apteekki Myllypuron;Kiviparintie 2;00920 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;09.01.2012;
7929;0134126-1;Kartanon Leipä Oy Inkiläinen;;5954;Kartanon Leipä Oy;Kauppatori;00170    HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;09.01.2012;
5105;1992366-5;Oulunkylän apteekki;;7521;Apteekki Oulunkylän apteekki ja Tilia Oy;Kylänvanhimmantie 29;00640 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;09.01.2012;
5175;1391582-4;Vuosaaren apteekki;;7597;Apteekki Vuosaaren;Vuotie 45;00980 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;09.01.2012;
7837;2265244-8;Cemet Oy;;11346;Alanya Oriental Shop;Kastelholmantie 2;00900 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;01.01.1967;
3418;1350586-8;Tiina Sere;;11114;Sere Tiina Tmi;Kauppatori;00170 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;10.01.2012;
3492;1837885-3;TM Vihannes Tmi;;4784;TM Vihannes;Kauppatori;00170 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;10.01.2012;
5050;2117188-8;Kaivopuiston apteekki;;7464;Apteekki Helsingin 17. Kaivopuiston;Neitsytpolku 10;00140 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;10.01.2012;
5165;1732931-2;Vallilan apteekki;;7587;Apteekki Helsingin 26. Vallilan;Mäkelänkatu 29;00550 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;10.01.2012;
5042;1900341-2;Itäväylän apteekki;;7456;Apteekki Helsingin 60. Itäväylän;Asiakkaankatu 11 B;00930 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;10.01.2012;
8474;1119585-1;Ketonen Harri Paavo;;12418;Harri Ketonen;Kauppatori;00170 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;10.01.2012;
5035;1025856-6;Herttoniemen apteekki;;7447;Apteekki Helsingin 37. Herttoniemen;Hiihtomäentie 14;00810 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;11.01.2012;
5072;1330261-4;Lassilan apteekki;;7486;Apteekki Helsingin 59. Lassilan;Kaupintie 10;00440 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;11.01.2012;
8066;1359972-9;Tmi Sten Hedkrook;;11766;Tmi Sten Hedkrook;Kauppatori;00170 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;11.01.2012;
12388;1607210-5;Tero T.J. Huhtala Oy;;18775;K-Citymarket Ruoholahti;Itämerenkatu 21-23;00180 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;30.01.2012;
52;0627596-1;Winberg & Winberg Ab;;11571;Butiksbåten Christina / Kauppalaiva Christina;Karhusaarentie 34;00890 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;25.05.2011;
12021;2440908-9;Signora Delizia Oy;;18718;Signora Delizia;Satamakatu 5;00160 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;09.02.2012;
12519;1006727-6;Sörnäisten apteekki;;18988;Apteekki Sörnäisten;Hämeentie 58-60;00500 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;08.02.2012;
2041;0116659-8;Lasten Päivän Säätiö/Linnanmäki;;19263;Linnanmäki Ben & Jerry's;Tivolikuja 1;00510 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;21.04.2012;
12675;2432893-2;Siltamäen apteekki;;19267;Apteekki Siltamäen;Jousimiehentie 3;00740 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
12689;2302709-7;Mubaarak Shop;;19290;Mubaarak Shop;Kastelholmantie 2 C;00900 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
9782;2257613-1;Into Group Oy;;14427;Into Group Oy;Kalevankatu 45 C 27;00180 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;29.09.2011;
3390;0833689-5;Ruokapasseli Oy;;19559;K-supermarket Haaga;Tunnelitie 3-5;00320 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;01.06.2012;
1833;1837957-3;HOK-Elanto Liiketoiminta Oy;;9828;Alepa Pukinmäki;Säterintie 2;00720 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
10628;1462025-1;Lienfath Oy;Shangde;15658;Shangde Aasialainen ruokakauppa;Jakomäenkuja 1;00770 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
2041;0116659-8;Lasten Päivän Säätiö/Linnanmäki;;19604;Linnanmäki Jäätelökioski;Tivolikuja 1;00510 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;09.06.2012;
6999;0599971-4;Malmin Luontaistuote Oy;;10032;Luontaistuntija Malmi;Ylä-Malmintori 3;00700 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
8288;2268578-4;Nutrimarket Oy/Luontaispörssi/Aminopörssi;;19326;Nutrimarket Oy/ Aminopörssi;Ruosilantie 1;00390 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;01.05.2012;
4071;2170589-4;J & P Heinonen Oy;;19714;K-Supermarket Kaisaniemi;Kaisaniemenkatu 5;00100 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
12636;2449299-4;Tiger Stores Oy;;19323;Flying Tiger Copenhagen Kamppi;Urho Kekkosen katu 1;00100 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
6928;1934569-0;Terveyskauppa Taina Tuononen Oy;c/o Life Malmi, Kauppakeskus Nova;9937;Life Malmi;Malminkaari 19;00700 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
1833;1837957-3;HOK-Elanto Liiketoiminta Oy;;5690;Alepa Viherniemenkatu;Viherniemenkatu 9;00530 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
3688;1784964-1;Bear Park Oy;;5030;Karhupuiston kioski;Karhupuisto (Fleminginkatu 1-3 );00530 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;01.05.2003;
4644;0510981-4;Ruohonjuuri Oy;;19921;Ruohonjuuri Hakaniemi;Sörnäistenrantatie 5;00530 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;15.09.2012;
8728;0669598-2;Helsingin vihannespakkaus Oy;;11512;Helsingin vihannespakkaus Oy;Kauppatori;00170 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;09.01.2012;
4240;1504725-8;Laziza Foods Oy Ab;;16155;Maharaja Afro Asian Market/Bombay Express;Hämeentie 16;00530 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;01.01.1967;
2032;0745138-1;Kar-Agent Oy;;5944;Saiturinpörssi Kallio;Porthaninkatu 9;00530 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;15.11.1999;
13079;2484679-9;Cafetoria roastery Oy;;19983;Cafetoria roastery's shop & showroom;Runeberginkatu 31;00100 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
4688;1723485-8;Sea Life Helsinki Oy;;6832;Merimaailma Sea Life/ myymälä;Tivolitie 10;00510  HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;13.11.2003;
3624;1080440-8;Animo Oy;;4921;Solana Fitness;Viherniemenkatu 9;00530 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;30.05.2000;
4289;1599927-5;Magi Oy;;9939;Jäätelökioski Töölönlahti;Helsinginkatu-Mäntymäentie kulma;00250 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;03.03.2006;
9720;1079907-1;Ykkösmaku Oy;;14334;Ykkösmaku Oy/Kauppakeskus Columbus;Vuotie 45 (Columbuksen sisäaukio);00980 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
13162;2432228-2;Terveyden Tukipilarit Oy;;20103;Terveyden Tukipilarit Oy;Itälahdenkatu 20;00210 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;27.02.2012;
4354;1819415-7;Minimarket Santa's Ky;;6220;Minimarket Santa's;Fredrikinkatu 81;00100 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;26.03.2003;
1595;0202635-1;Yliopiston Apteekki;;7374;Apteekki Yliopiston Apteekki, Mannerheimintie 5;Mannerheimintie 5;00100 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;04.10.2007;
9543;0469660-7;Kirjokanta Oy;;14074;Kirjokanta Oy;Kalevankatu 7;00100 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;01.06.2010;
4677;0459885-5;SATS Finland oy;;7687;Kuntokeskus SATS Eliel;Helsingin Rautatieasema;00100 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;01.01.1967;
5160;1558716-6;Töölön apteekki;;7582;Apteekki Töölön;Kampinkuja 2;00100 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;03.04.2008;
1595;0202635-1;Yliopiston Apteekki;;10271;Apteekki Yliopiston Apteekki Mannerheimintie 96;Mannerheimintie 96;00250 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;08.11.2007;
4677;0459885-5;SATS Finland oy;;6813;Kuntokeskus SATS Megahertsi;Insinöörinkatu 2;00810 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;21.12.2006;
3017;1930076-7;Terveyskauppa Hanna Pakkanen Oy;Ikivireä;4298;Life Sörnäinen;Hämeentie 58-60;00500 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;01.01.1967;
12638;2281465-4;Finnchoice Ky;;20185;Orient Herkkukauppa;Asiakkaankatu 11 B 5;00930 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
13220;0556228-0;Teurastamon Portti Oy;;20217;Teurastamon Portti Oy;Työpajankatu 2;00580 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;01.09.2012;
3175;1007870-9;LM-Laatutuote avoin yhtiö;;14302;LM-Laatutuote/S-market Columbus;Vuotie 45;00980 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
1833;1837957-3;HOK-Elanto Liiketoiminta Oy;;20285;Alepa Kluuvi;Aleksanterinkatu 9;00100 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;04.10.2012;
13305;2417920-1;SuningLuca;;20391;SuningLuca;Mannerheimintie 49;00250 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
13310;2490476-8;1522 IT Nummi Oy;;20394;R-Kioski Helsinki Jätkäsaari;Selkämerenkatu 7;00180 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
5111;1371205-8;Pihlajamäen apteekki;;7528;Apteekki Pihlajamäen;Meripihkatie 3;00710 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;09.01.2012;
13433;2485619-6;Subija Services Oy;;20623;Indian Market;Hakaniemen torikatu 2 L 46;00530 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
8451;2279739-9;Spicetown Oy;;20632;Taj Mehal Afro Asian Market;Hämeentie 5 A;00530 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
4253;1615779-0;Lidl Suomi Kommandiittiyhtiö;;19727;Lidl Helsinki Vuosaari 50224;Rastilantie 1;00980 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;02.08.2012;
6964;0661389-5;Kodin Säästöpiste Oy;;9978;Kodin Säästöpiste;Ostostie 4;00940 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;29.03.1996;
2041;0116659-8;Lasten Päivän Säätiö/Linnanmäki;;6055;Linnanmäki Lakukoju;Tivolikuja 1;00510 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;19.07.2007;
10455;1647786-6;Etelä-Haagan apteekki;;15436;Apteekki Etelä-Haagan;Kauppalantie 26;00320 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;15.12.2010;
6533;1465068-8;MiniMarket Express Oy;;9310;MiniMarket Express Oy;Ormusmäentie 4;00700 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
2814;1662918-8;T:mi Karkki-Pate;;4086;T:mi Karkki-Pate/ Asteljoki Pauli;Haaganpappilantie 15 A 5;00320     HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
9774;2324173-9;Coco Chunk Oy;;20829;Ben & Jerry's Kamppi;Urho Kekkosen katu 1;00100 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
3771;0980572-9;City Boss Oy;;5128;Vanhankauppahallin kioski;Eteläranta;00130 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;14.06.2011;
13631;1643309-7;Pielava Oy;;20896;K-supermarket Munkki;Raumantie 1;00350 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;01.12.2012;
4240;1504725-8;Laziza Foods Oy Ab;;6061;Maharaja Afro-Asian market;Hämeentie 5 a;00530 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;31.05.2011;
13705;1852108-2;Maunulan Apteekki - Apoteket i Månsas;;21003;Apteekki Maunulan;Pakilantie 10;00630 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
13748;2303394-8;M. Ranki Trading Oy;;21074;K-supermarket Fortuna;Tilkanvierto 7;00300 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;01.02.2013;
1833;1837957-3;HOK-Elanto Liiketoiminta Oy;;21082;S-Market Malmi;Kirkonkyläntie 34;00780 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;29.11.2012;
2041;0116659-8;Lasten Päivän Säätiö/Linnanmäki;;22029;Linnanmäki Rekka-Kioski;Tivolikuja 1;00510 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;27.04.2013;
12196;1988657-7;Sabir Oy;;21849;Bereket Halalliha;Kastelholmantie 2;00900 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;01.02.2013;
6617;1729622-3;Oy Kaffecentralen Finland Ab;;20983;Kaffecentralen Fredrikinkatu;Fredrikinkatu 59;00100 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;01.12.2012;
14234;1972419-9;PPL Media Oy;;22233;Crema;Liisankatu 15;00150 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
14237;2541401-5;1011 Erja Mursunen Oy;;22241;R-Kioski Helsinki Fredrikinkatu 42;Fredrikinkatu 42;00100 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
12636;2449299-4;Tiger Stores Oy;;22252;Flying Tiger Copenhagen Kaivokatu;Kaivokatu 8;00100 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
14260;0989640-5;Kauppa Nizza Butik;c/o Nicole Azema;22276;Herkkutalo Nizza;Mariankatu 15;00170 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
14347;2156698-6;KV-Marja Oy;;22411;Marjanmyyntipiste Alepa Tapaninkylä edusta;Kotinummentie 68;00730 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
3243;1039710-1;Oy MY-Service Ab Ltd;;22440;Marjanmyynti/Oy MY-Service Ab Ltd;Töölöntori;00260 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
13988;2409398-5;Ruokatammi Oy;;21843;K-supermarket Masi;Pallaksentie 2;00970 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
14375;2378035-3;Ranta & Ruokokoski Oy;;22457;K-Citymarket Malmi;Malminkaari 19;00700 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
14447;2545185-2;HCJ-Group Oy;;22596;Bunga Tanjung Market;Kontulankaari 1 b h 9;00940 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
14501;1730059-5;Apteekki Isokannel;;22702;Apteekki Isokannel;Kantelettarentie 1;00420 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
14502;2537256-4;Temete Oy;;22704;Mini Ethio Market;Käenkuja 4 A 2;00500 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
4491;0860206-5;Pieni Kirahvi Oy Ab;;22751;Kanniston Leipomon myymälä Munkkiniemi;Munkkiniemen puistotie 1;00330 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
14524;2546528-5;Lönnrotinkadun apteekki;;22762;Apteekki Lönnrotinkadun;Lönnrotinkatu 27;00180 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
9390;2268628-5;Baran Halit T:mi;;13810;Halit Baran;Kauppatori;00170 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;09.01.2012;
14607;2306403-1;Fuco;;22999;Minikauppa;Suomensuontie 2;00870 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
4863;1928426-9;Tokmanni Oy;;7230;Tokmanni Itis;Turunlinnantie 4;00930 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
4863;1928426-9;Tokmanni Oy;;7231;Tokmanni Yliopisto;Vilhonkatu 5;00100 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
6871;1070695-5;Circlum Farmasia Oy;;23214;Pur Farmasia;Hämeentie 7;00530 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
6871;1070695-5;Circlum Farmasia Oy;;23215;PUR Hyvinvointikauppa Kamppi;Urho Kekkosen katu 8;00100 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
14707;2301218-6;t:mi j.vaahtokari;;23242;t:mi j.vaahtokari;Kauppatori;00170 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
14717;2562703-7;Suomen orientalsupermarket Oy;;23261;Oriental Supermarket;Sörnäisten Rantatie 3;00530 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
12021;2440908-9;Signora Delizia Oy;;23291;Katajanokan puiston Lippakioski;Rahapajankatu/Satamakatu;00160 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
13559;2407460-2; OÜ NURME sivuliike Suomessa;;20794;Myyntivaunu/Nurme Oü;Heltu Työpajankatu 2 A;00580 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
2823;1381100-5;Backström Håkan;;4095;Backström Håkan;Heltu;00580 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
4863;1928426-9;Tokmanni Oy;;23322;Tokmanni Herttoniemi;Insinöörinkatu 2;00880 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;31.10.2013;
12636;2449299-4;Tiger Stores Oy;;23362;Flying Tiger Copenhagen Kaisaniemi;Vuorikatu 12;00100 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
13593;2509811-2;Tmi Antti J Soininen;;20835;K-Market Liisankatu;Liisankatu 19;00170 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
14801;2568294-1;Delimaa Oy;;23443;Punnitse & Säästä Kamppi;Simonkatu 9;00100 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;31.10.2013;
4406;0682408-6;Noble House Oy;;6282;Karkkiset Sörnäisten metroasema;Sörnäisten metroasema;00500 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
14821;2488678-2;Candy team oy;;23481;Candy team oy Messukeskus Helsinki;Messuaukio 1;00520 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
4491;0860206-5;Pieni Kirahvi Oy Ab;;6478;Kanniston Leipomo Keskusta;Yliopistonkatu 7;00100 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;18.02.2011;
1982;0836711-4;Helsingin Jäätelötehdas Oy;;2923;Jäätelökioski Carusel;Merisatamanranta 10;00150 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
3175;1007870-9;LM-Laatutuote avoin yhtiö;;14496;LM-Laatutuote/Malmin Siltatori;Malmin asema;00700 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
3295;0577057-3;Penan Tuoremarja Oy;;4580;Penan Tuoremarja Oy;Rautatieasema;00100 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
4735;0907890-4;Sodexo Oy;;20187;Sonera Stadium/jalkapallostadionin kioskit;Urheilukatu 5;00250 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
8119;1449213-0;Tarmo Linden Oy;;21668;K-supermarket Kontumarket;Keinulaudankuja 4;00940 Helsinki;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;01.03.2013;
4644;0510981-4;Ruohonjuuri Oy;;23652;Ekokauppa Ruohonjuuri, Itäkatu;Itäkatu 1-7;00930 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
6980;1816490-0;Terveyskauppa Pirkko Niinimäki Oy;;9316;Life Kannelmäki;Kantelettarentie 1;00420 HELSINKI;E1006;ElintarvikkeidenMyynti;E1006.130;Elintarvikkeiden vähittaismyynti;;;
