Asiakasnro;Y-tunnus;Toimijan nimi1;Toimijan nimi2;TKohdenro;Kohde;Lahiosoite;Postitmp;Toimintaluokka;Toimintaluokan nimi;Toimintatyyppi;Toimintatyypin nimi;Asiakaspaikkojen määrä;Toiminnan aloitus pvm;
4461;2076976-5;GLO Hotellit Oy;;11335;Glo Hotel Art / Art Kitchen;Lönnrotinkatu 29;00180 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;769;;
9479;2077988-3;Jasinta Enterprise;Ravintola Taste;13971;Ravintola Taste Express;Kankiraudantie 2 A;00700 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;48;17.05.2010;
4435;0960880-5;Oy H & H Catering Ab;;19456;Café Adjutant;Seurasaarentie 15;00250 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;95;01.04.2012;
20505;2870765-7;ADARAMEN TMI;;35039;Pizza Service;Vuolukiventie 7 A;00710 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;6;;
17111;2696127-2;Cathywong Oy;;35036;Momotoko Freda;Fredrikinkatu 36;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;80;;
4735;0907890-4;Sodexo Oy;;6913;HTC Helsinki Ravintola Explorer;Tammasaarenkatu 1-5;00180 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;529;;
12515;2445413-8;Umeshu Oy;;19555;Umeshu Pohjoinen Hesperiankatu;Pohjoinen Hesperiankatu 15;00260 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;50;20.05.2012;
12873;2475729-4;Laawin Oy;;19583;Mardin pizzeria / King kanakebab pizzeria;Isonnevantie 24 B;00320 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;24;;
7503;2260041-0;Karma International Oy;;14929;Ravintola Suski;Ylä-Malmintori 3;00700 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;30;15.10.2010;
1833;1837957-3;HOK-Elanto Liiketoiminta Oy;;9861;Chico's Viikki;Viikintori 3;00790 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;160;;
2966;1893206-8;Halima Enterprise Tmi;;19617;Ravintola Karhuministeri;Mannerheimintie 51;00250 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;49;01.06.2012;
12892;2474595-5;Matur Ab;c/o Restaurant Ask;19620;Ravintola Ask;Vironkatu 8;00170 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;26;15.09.2012;
12897;2410902-7;Gurans Oy;;19631;Ravintola Gurans;Mannerheimintie 168;00300 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;116;;
4286;2053269-6;Ravintola M.A.S.Q. Oy;Ravintola Piano 1;17966;Ravintola & Bar Vainio Piano 1;Karhusuontie 75;00780 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;64;01.10.2011;
4904;0202516-4;Oy Ursula;;7285;Cafe Ursula;Ehrenströmintie 3;00140 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;400;;
16870;2621268-5;Lauttasaaren Mozzarella Tmi;;35015;Pizza 4 U;Mekaanikonkatu 7 B;00880 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;24;;
12946;2417330-1;Hel Rock Ab;;19718;Hard Rock Cafe Helsinki;Aleksanterinkatu 21;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;264;13.08.2012;
12839;2423721-3;Paria Oy;;19517;GIVA;Bulevardi 19;00120 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;24;;
5196;1873314-9;Lounas Pitkänen Ky;;19813;Pinkan Lounas;Teerisuonkuja 1;00700 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;25;;
13052;2483366-4;Mehmet Yilmaz Yasar Oy;;19910;Pizza Speed;Humikkalanrinne 1;00940 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;24;;
10959;2341961-3;NT-mai Oy;;19985;Ravintola Savor, Elimäenkatu;Elimäenkatu 25-27;00510 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;354;;
10959;2341961-3;NT-mai Oy;;19987;Ravintola Savor Ruoholahti;Ruoholahdenkatu 23;00180 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;80;30.07.2012;
3716;0107100-3;Botta Oy Ab;;5060;Ravintola Manala;Dagmarinkatu 2;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;240;27.06.1986;
13122;2484555-0;Juhlapalvelu Lasarov Oy;;20036;Ravintola Stansvik;Stansvikintie 1;00590 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;210;;
3531;0667745-0;Valborg Oy;;4824;Laiva s/v Valborg;Halkolaituri;00170 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;100;23.07.1992;
4438;0999145-3;Oy Majakkalaiva Ab;;6331;Laiva ML/Relandersgrund;Meritullintori;00170 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;180;27.05.2008;
3934;2051125-4;Goodcaf Oy;;5518;Cafe Java;Mannerheimintie 22-24;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;160;06.08.2012;
13128;2487046-5;Arvo Catering Ky;;20054;Arvo Lounas;Aamuruskontie 6;00750 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;48;;
20492;2675658-6;BNA Flonel Oy;;34996;Ravintola Hefe;Henry Fordin katu 6 B;00150 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;44;;
13146;2488524-5;SoFresh Finland Oy;;20085;Rulla;Yrjönkatu 30;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;30;;
13208;2489787-9;Fulbari Oy;;20198;Ravintola Fulbari;Munkkisaarenkatu 6;00150 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;44;01.10.2012;
20481;1967001-2;DAVIN RAVINTOLA;;34961;Qozi Ravintola;Pengerkatu 29;00500 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;6;;
13284;2494977-1;Musta Härkä Oy;;20357;Ravintola Musta Härkä;Mäkelänkatu 52;00510 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;150;;
2927;0873697-9;Fazer Food Services Oy;;10877;Ravintola Lintulahdenvuori;Lintulahdenkuja 10;00500 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;80;03.08.2009;
18890;2790158-9;Mo Cafe Bazar Oy;;34959;Mo Cafe;Malmin asematie 6;00700 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;140;;
13323;2496120-1;Zaim Finland Ay;;20413;Pizzeria Sopranos;Pietarinkatu 16 B;00140 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;20;01.10.2012;
16834;2686751-8;Fat Ramen Oy;c/o Sarpaniemi & Gois;27133;Fat Ramen;Lönnrotinkatu 34;00180 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;36;01.06.2015;
4106;0907693-3;CPR Finland Oy;;20434;Classic Pizza Stockmann;Aleksanterinkatu 52;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;43;26.09.2012;
13340;2496961-7;Rojbo;;20444;Onni Ravintola;Kirstinkatu 13;00510 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;12;01.10.2012;
13356;2361736-1;Peruna & Co. Oy;;20482;Skiffer Erottaja;Erottajankatu 11;00130 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;38;01.11.2012;
13346;2492011-9;MPE-Yhtiöt Oy;;20464;Trattoria Sogno;Töölöntorinkatu 2;00260 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;210;;
6809;2112598-8;Toothpicks and Honey Oy;;20512;Dylan Milk;Porkkalankatu 5;00180 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;190;;
13315;2372561-0;Rummanne Oy;;20520;Ravintola Del Mar;Benktankuja 1;00810 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;64;;
3477;1657160-9;Tapaste Oy;;7702;Ravintola Lasiranta;Hakaniemenranta 6;00530 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;250;07.07.2010;
4424;1769684-1;Oom Oy;;20575;Lounasravintola Everest;Elimäenkatu 20 A;00510  HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;100;;
13421;2501108-0;Meilin Food Delight Oy;c/o Min Hua Zhou;20597;Mei Lin Kiinalainen Ravintola;Lönnrotinkatu 33-35;00180 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;50;;
20472;2280234-6;Cerclette Oy;;34938;Bacco;Lönnrotinkatu 18 LH 2;00120 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;70;01.02.2018;
4735;0907890-4;Sodexo Oy;;10140;Ravintola Viikin kartano;Viikinkaari 8;00790 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;146;01.01.1967;
13461;2434330-7;Srmax Oy;;20662;Stefan's Steakhouse Helsinki;Korkeavuorenkatu 34;00130 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;441;19.11.2012;
3958;1017749-1;Hamraval Trading Oy;;20667;Ravintola Habibi Kamppi;Malminrinne 6/Kampinkuja 2;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;110;01.10.2012;
7569;2267662-6;Tmi Kazim Cekic;;10912;Pizza Taikurit;Tapulikaupungintie 9;00750 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;30;08.11.2001;
13491;2498342-7;Hadi & Sons Oy;;20759;Pizzeria Ravintola Roseway;Ruusutarhantie 5;00300 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;32;;
7105;1979972-1;Stadin Ravintola;;10201;Stadin Ravintola;Mannerheimintie 47;00250 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;37;;
13572;2501016-8;Tanlar Avoin Yhtiö;;20813;Finn Pizza;Varhelantie 3;00970 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;5;;
13583;2508841-6;Gaoyi Oy;c/o Kiinalainen Ravintola Family;20828;Kiinalainen Ravintola Family;Unioninkatu 39;00170 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;29;;
13595;1937912-9;Mohamad Abdulrahman;;20837;Pihlajiston Pizzeria;Salpausseläntie 13 B;00710 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;8;;
11666;2487602-3;Rengasravintolat Oy;;20858;Henry's Pub;Simonkatu 1-3;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;292;01.01.2012;
3282;0961890-7;Oy Theron Catering Ab;;34924;Rikaman Sali;Isosaari;00860 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;200;;
4461;2076976-5;GLO Hotellit Oy;;20906;GLO Hotel Kluuvi/Restaurant The TRAY;Kluuvikatu 4;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;150;01.01.2012;
13696;2489834-5;AA HAN THAI OY;;20980;Aa Han Thai;Mechelininkatu 17;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;28;03.11.2012;
7698;2209274-3;Osakeyhtiö Kaisla Invest;;21004;Mille Sorrisi;Asentajankatu 3;00880 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;60;;
20460;2785965-9;Ezel Tmi;;34907;Mosa Pizzeria;Päivöläntie 24;00730 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;20;;
4595;0953838-4;Ravintotalot Oy;;34905;Bistro Factory;Elimäenkatu 26;00510 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;100;01.06.2017;
4616;2040558-2;Restel Liikenneasemat Oy;;6687;Shell Helmisimpukka Ala-Tikkurila;Härkävaljakontie 30;00750 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;60;22.01.2018;
7108;0986855-1;Kanresta Oy;;21101;Kansallismuseon ravintolat;Mannerheimintie 34;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;705;01.02.2013;
13777;2303834-3;Cafe Cao;;21139;Cafe Cao;Vilhonkatu 5;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;25;;
3577;2128041-9;A21 Helsinki Oy;;21264;Flavour Studio;Työpajankatu 2;00580 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;50;;
4523;1498263-1;Power Brothers Oy;;10221;Teboil Itäväylä;Linnavuorentie 30;00950 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;114;;
13871;2503506-6;Chautari Oy;c/o Gopal Aryal;21326;Ravintola Gurkha;Hiihtäjäntie 1;00810 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;280;;
13890;2399439-4;SS-catering Oy;;21398;Ravintola Ilo;Konalankuja 1-3;00390 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;60;;
13893;2511444-2;Muru Atelier Oy;;21438;Ravintola Pastis;Pieni Roobertinkatu 2;00130 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;85;;
13933;2155016-7;Oma Kahvila-Ravintola;;21683;Oma kahvila;Puutarhurinkuja 2;00300 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;90;;
4616;2040558-2;Restel Liikenneasemat Oy;;6688;Shell Helmisimpukka Etelä-Haaga;Vihdintie 21;00320 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;50;;
1833;1837957-3;HOK-Elanto Liiketoiminta Oy;;21815;Chico's To Go;Kantelettarentie 1;00420 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;89;;
1833;1837957-3;HOK-Elanto Liiketoiminta Oy;;21816;La Famiglia Kylä-ravintolat;Kantelettarentie 1;00420 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;114;;
1833;1837957-3;HOK-Elanto Liiketoiminta Oy;;21817;Spaghetteria Kylä-ravintolat;Kantelettarentie 1;00420 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;114;;
1833;1837957-3;HOK-Elanto Liiketoiminta Oy;;21823;Chilitos Kylä-ravintolat;Kantelettarentie 1;00420 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;44;;
13982;2536551-6;KP Roba Oy;;21825;Kotipizza Annankatu;Annankatu 6;00120 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;14;15.03.2013;
13542;2507448-7;Twisted Restaurants Oy;;20779;Twisted Street Kitchen, Fredrikinkatu;Fredrikinkatu 58, Lt 3;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;20;;
4617;0658353-4;Restel Ravintolat Oy;;21862;O'learys Baker's;Mannerheimintie 12;00100 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;871;;
3921;2003263-2;Fun House Catering Oy;c/o Laatikko 5;21967;Bar Loosister;Hämeentie 50;00500 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;90;;
14084;0958348-4;Rakuuna Olut Oy;;21980;Bryggeri Helsinki;Sofiankatu 2;00170 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;520;;
14137;2426997-9;Irfan Ay;;22058;Katajanokan Pizzapalvelu;Merikasarminkatu 7;00160 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;15;;
14145;2525399-5;Sun Market Finland Oy;;22073;Sun Market Finland Oy;Kauppatori;00170 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;40;01.04.2013;
14155;2542553-1;Kahvila Ilves-Helmi Oy;;22093;Kahvila Helmi;Pakilantie 55;00660 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;20;;
6809;2112598-8;Toothpicks and Honey Oy;;22143;Dylan Kottby;Mäkitorpantie 3;00620 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;180;;
14188;2539669-7;Espan Sokeri oy;;22144;Pompier Espa;Eteläesplanadi 8;00130 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;50;;
14220;2543487-6;Ravintola Toka Oy;;22210;Ravintola Toca;Unioninkatu 18;00130 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;30;;
20452;1647288-9;Dejavu Bensku;;34881;Käpylän pizza ja kebab palvelu;Käpyläntie 8;00600 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;28;;
14241;1557303-9;Oy Pikku Himal Ltd;;22244;Ravintola Mountain;Nordenskiöldinkatu 8;00250 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;50;;
13015;1514364-5;Compass Group Finland Oy;;22136;Eurest Ravintola Tuurentupa;Elimäenkatu 2;00510 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;72;;
10868;2366480-3;Garam & Vermiglio Catering Oy;;34877;Cafeteria Pykälä;Porkkalankatu 13;00180 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;30;17.01.2018;
14295;2510969-4;Ou Hua Oy;;22319;Ravintola Happy Food Garden;Kalevankatu 23;00100 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;90;;
13030;2106184-9;Korjaamo Group Oy;;12204;Korjaamon Baari & Keittiö;Töölönkatu 51 B;00250 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;96;08.05.2013;
10868;2366480-3;Garam & Vermiglio Catering Oy;;34873;Ravintola Oikeus;Porkkalankatu 13;00180 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;120;;
14350;2544569-8;Nurullah Simsek;;22415;Pizzeria Keko;Vironkatu 11;00170 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;16;;
4218;0117089-6;Kuntoutussäätiö- Stiftelsen för Rehabilitering sr;;22477;Kunto Cafe;Pakarituvantie 4-5;00410 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;113;;
4363;0920150-3;Momento Fastfood Oy;;22563;Ristorante Momento;Itäkatu 1-5 B 81;00930   HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;218;;
14424;2548616-6;Finn MD Avoin yhtiö;;22564;Ravintola Tilkanranta;Tilkankatu 6;00300 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;120;;
14428;2544389-5;Oloresta Oy;;22570;Ravintola Olo, Olo Garden;Helenankatu 2;00170 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;254;;
14434;2531670-6;We care food & drinks Oy;;22578;Phad Thai Café & Restaurant;Urheilukatu 36;00250 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;60;;
4737;0212329-0;Sokotel Oy;;22591;Radisson Blu Aleksanteri/ Aleksanteri Lounge;Albertinkatu 34;00180 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;260;;
3904;0707326-1;Fonda Del Sol Oy;;22592;Suola ja Pippuri;Itäkatu 1-5 C;00930 HELSINKI;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;65;;
20440;2846889-5;Aku & Nasu Oy;;34862;Ravintola Tandoori Villa;Niittyläntie 2;00620 Helsinki;E1008;ElintarvikkeidenTarjoilu;E1008.10;Ravintolatoiminta;50;13.06.2017;
